perpA,perpB,det_id,year
perp-A0075,perp-A0076,det-A0070,2010
perp-A0075,perp-A2061,det-A0070,2011
perp-A0075,perp-A0079,det-A0070,2011
perp-A0075,perp-A0078,det-A0070,2011
perp-A0075,perp-A0076,det-A0070,2011
perp-A0075,perp-A2061,det-A0070,2012
perp-A0075,perp-A0079,det-A0070,2012
perp-A0075,perp-A0078,det-A0070,2012
perp-A0075,perp-A0076,det-A0070,2012
perp-A0075,perp-A2061,det-A0070,2013
perp-A0075,perp-A0079,det-A0070,2013
perp-A0075,perp-A0078,det-A0070,2013
perp-A0075,perp-A0076,det-A0070,2013
perp-A0075,perp-A2061,det-A0070,2014
perp-A0075,perp-A0079,det-A0070,2014
perp-A0075,perp-A0078,det-A0070,2014
perp-A0075,perp-A0076,det-A0070,2014
perp-A0075,perp-A2061,det-A0070,2015
perp-A0075,perp-A0079,det-A0070,2015
perp-A0075,perp-A0078,det-A0070,2015
perp-A0075,perp-A0076,det-A0070,2015
perp-A0075,perp-A2061,det-A0070,2016
perp-A0075,perp-A0079,det-A0070,2016
perp-A0075,perp-A0078,det-A0070,2016
perp-A0075,perp-A0076,det-A0070,2016
perp-A0075,perp-A2061,det-A0070,2017
perp-A0075,perp-A0079,det-A0070,2017
perp-A0075,perp-A0078,det-A0070,2017
perp-A0075,perp-A0076,det-A0070,2017
perp-A0074,perp-A2061,det-A0070,2007
perp-A0074,perp-A0079,det-A0070,2007
perp-A0074,perp-A0078,det-A0070,2007
perp-A0074,perp-A0076,det-A0070,2007
perp-A0074,perp-A0075,det-A0070,2007
perp-A0074,perp-A2061,det-A0070,2008
perp-A0074,perp-A0079,det-A0070,2008
perp-A0074,perp-A0078,det-A0070,2008
perp-A0074,perp-A0076,det-A0070,2008
perp-A0074,perp-A0075,det-A0070,2008
perp-A0074,perp-A2061,det-A0070,2009
perp-A0074,perp-A0079,det-A0070,2009
perp-A0074,perp-A0078,det-A0070,2009
perp-A0074,perp-A0076,det-A0070,2009
perp-A0074,perp-A0075,det-A0070,2009
perp-A0074,perp-A2061,det-A0070,2010
perp-A0074,perp-A0079,det-A0070,2010
perp-A0074,perp-A0078,det-A0070,2010
perp-A0074,perp-A0076,det-A0070,2010
perp-A0074,perp-A0075,det-A0070,2010
perp-A0074,perp-A2061,det-A0070,2011
perp-A0074,perp-A0079,det-A0070,2011
perp-A0074,perp-A0078,det-A0070,2011
perp-A0074,perp-A0076,det-A0070,2011
perp-A0074,perp-A0075,det-A0070,2011
perp-A0074,perp-A2061,det-A0070,2012
perp-A0074,perp-A0079,det-A0070,2012
perp-A0074,perp-A0078,det-A0070,2012
perp-A0074,perp-A0076,det-A0070,2012
perp-A0074,perp-A0075,det-A0070,2012
perp-A0074,perp-A2061,det-A0070,2013
perp-A0074,perp-A0079,det-A0070,2013
perp-A0074,perp-A0078,det-A0070,2013
perp-A0074,perp-A0076,det-A0070,2013
perp-A0074,perp-A0075,det-A0070,2013
perp-A0074,perp-A2061,det-A0070,2014
perp-A0074,perp-A0079,det-A0070,2014
perp-A0074,perp-A0078,det-A0070,2014
perp-A0074,perp-A0076,det-A0070,2014
perp-A0074,perp-A0075,det-A0070,2014
perp-A0074,perp-A2061,det-A0070,2015
perp-A0074,perp-A0079,det-A0070,2015
perp-A0074,perp-A0078,det-A0070,2015
perp-A0074,perp-A0076,det-A0070,2015
perp-A0074,perp-A0075,det-A0070,2015
perp-A0074,perp-A2061,det-A0070,2016
perp-A0074,perp-A0079,det-A0070,2016
perp-A0074,perp-A0078,det-A0070,2016
perp-A0074,perp-A0076,det-A0070,2016
perp-A0074,perp-A0075,det-A0070,2016
perp-A0074,perp-A2061,det-A0070,2017
perp-A0074,perp-A0079,det-A0070,2017
perp-A0074,perp-A0078,det-A0070,2017
perp-A0074,perp-A0076,det-A0070,2017
perp-A0074,perp-A0075,det-A0070,2017
perp-A0955,perp-A0958,det-A0953,2008
perp-A0955,perp-A0957,det-A0953,2008
perp-A0955,perp-A0956,det-A0953,2008
perp-A0957,perp-A0958,det-A0953,2008
perp-A0954,perp-A0955,det-A0953,2008
perp-A0954,perp-A0958,det-A0953,2008
perp-A0954,perp-A0957,det-A0953,2008
perp-A0954,perp-A0956,det-A0953,2008
perp-A0956,perp-A0958,det-A0953,2008
perp-A0956,perp-A0957,det-A0953,2008
perp-A0967,perp-A0968,det-A0959,2007
perp-A0967,perp-A0968,det-A0959,2008
perp-A0967,perp-A0968,det-A0959,2009
perp-A0967,perp-A0968,det-A0959,2010
perp-A0966,perp-A0968,det-A0959,2007
perp-A0966,perp-A0967,det-A0959,2007
perp-A0966,perp-A0968,det-A0959,2008
perp-A0966,perp-A0967,det-A0959,2008
perp-A0966,perp-A0968,det-A0959,2009
perp-A0966,perp-A0967,det-A0959,2009
perp-A0966,perp-A0968,det-A0959,2010
perp-A0966,perp-A0967,det-A0959,2010
perp-A0965,perp-A0968,det-A0959,2007
perp-A0965,perp-A0967,det-A0959,2007
perp-A0965,perp-A0966,det-A0959,2007
perp-A0965,perp-A0968,det-A0959,2008
perp-A0965,perp-A0967,det-A0959,2008
perp-A0965,perp-A0966,det-A0959,2008
perp-A0965,perp-A0968,det-A0959,2009
perp-A0965,perp-A0967,det-A0959,2009
perp-A0965,perp-A0966,det-A0959,2009
perp-A0965,perp-A0968,det-A0959,2010
perp-A0965,perp-A0967,det-A0959,2010
perp-A0965,perp-A0966,det-A0959,2010
perp-A0964,perp-A0968,det-A0959,2007
perp-A0964,perp-A0967,det-A0959,2007
perp-A0964,perp-A0966,det-A0959,2007
perp-A0964,perp-A0965,det-A0959,2007
perp-A0964,perp-A0968,det-A0959,2008
perp-A0964,perp-A0967,det-A0959,2008
perp-A0964,perp-A0966,det-A0959,2008
perp-A0964,perp-A0965,det-A0959,2008
perp-A0964,perp-A0968,det-A0959,2009
perp-A0964,perp-A0967,det-A0959,2009
perp-A0964,perp-A0966,det-A0959,2009
perp-A0964,perp-A0965,det-A0959,2009
perp-A0964,perp-A0968,det-A0959,2010
perp-A0964,perp-A0967,det-A0959,2010
perp-A0964,perp-A0966,det-A0959,2010
perp-A0964,perp-A0965,det-A0959,2010
perp-A0963,perp-A0968,det-A0959,2007
perp-A0963,perp-A0967,det-A0959,2007
perp-A0963,perp-A0966,det-A0959,2007
perp-A0963,perp-A0965,det-A0959,2007
perp-A0963,perp-A0964,det-A0959,2007
perp-A0963,perp-A0968,det-A0959,2008
perp-A0963,perp-A0967,det-A0959,2008
perp-A0963,perp-A0966,det-A0959,2008
perp-A0963,perp-A0965,det-A0959,2008
perp-A0963,perp-A0964,det-A0959,2008
perp-A0963,perp-A0968,det-A0959,2009
perp-A0963,perp-A0967,det-A0959,2009
perp-A0963,perp-A0966,det-A0959,2009
perp-A0963,perp-A0965,det-A0959,2009
perp-A0963,perp-A0964,det-A0959,2009
perp-A0963,perp-A0968,det-A0959,2010
perp-A0963,perp-A0967,det-A0959,2010
perp-A0963,perp-A0966,det-A0959,2010
perp-A0963,perp-A0965,det-A0959,2010
perp-A0963,perp-A0964,det-A0959,2010
perp-A0962,perp-A0968,det-A0959,2007
perp-A0962,perp-A0967,det-A0959,2007
perp-A0962,perp-A0966,det-A0959,2007
perp-A0962,perp-A0965,det-A0959,2007
perp-A0962,perp-A0964,det-A0959,2007
perp-A0962,perp-A0963,det-A0959,2007
perp-A0962,perp-A0968,det-A0959,2008
perp-A0962,perp-A0967,det-A0959,2008
perp-A0962,perp-A0966,det-A0959,2008
perp-A0962,perp-A0965,det-A0959,2008
perp-A0962,perp-A0964,det-A0959,2008
perp-A0962,perp-A0963,det-A0959,2008
perp-A0962,perp-A0968,det-A0959,2009
perp-A0962,perp-A0967,det-A0959,2009
perp-A0962,perp-A0966,det-A0959,2009
perp-A0962,perp-A0965,det-A0959,2009
perp-A0962,perp-A0964,det-A0959,2009
perp-A0962,perp-A0963,det-A0959,2009
perp-A0962,perp-A0968,det-A0959,2010
perp-A0962,perp-A0967,det-A0959,2010
perp-A0962,perp-A0966,det-A0959,2010
perp-A0962,perp-A0965,det-A0959,2010
perp-A0962,perp-A0964,det-A0959,2010
perp-A0962,perp-A0963,det-A0959,2010
perp-A0961,perp-A0968,det-A0959,2007
perp-A0961,perp-A0967,det-A0959,2007
perp-A0961,perp-A0966,det-A0959,2007
perp-A0961,perp-A0965,det-A0959,2007
perp-A0961,perp-A0964,det-A0959,2007
perp-A0961,perp-A0963,det-A0959,2007
perp-A0961,perp-A0962,det-A0959,2007
perp-A0961,perp-A0968,det-A0959,2008
perp-A0961,perp-A0967,det-A0959,2008
perp-A0961,perp-A0966,det-A0959,2008
perp-A0961,perp-A0965,det-A0959,2008
perp-A0961,perp-A0964,det-A0959,2008
perp-A0961,perp-A0963,det-A0959,2008
perp-A0961,perp-A0962,det-A0959,2008
perp-A0961,perp-A0968,det-A0959,2009
perp-A0961,perp-A0967,det-A0959,2009
perp-A0961,perp-A0966,det-A0959,2009
perp-A0961,perp-A0965,det-A0959,2009
perp-A0961,perp-A0964,det-A0959,2009
perp-A0961,perp-A0963,det-A0959,2009
perp-A0961,perp-A0962,det-A0959,2009
perp-A0961,perp-A0968,det-A0959,2010
perp-A0961,perp-A0967,det-A0959,2010
perp-A0961,perp-A0966,det-A0959,2010
perp-A0961,perp-A0965,det-A0959,2010
perp-A0961,perp-A0964,det-A0959,2010
perp-A0961,perp-A0963,det-A0959,2010
perp-A0961,perp-A0962,det-A0959,2010
perp-A0960,perp-A0968,det-A0959,2007
perp-A0960,perp-A0967,det-A0959,2007
perp-A0960,perp-A0966,det-A0959,2007
perp-A0960,perp-A0965,det-A0959,2007
perp-A0960,perp-A0964,det-A0959,2007
perp-A0960,perp-A0963,det-A0959,2007
perp-A0960,perp-A0962,det-A0959,2007
perp-A0960,perp-A0961,det-A0959,2007
perp-A0960,perp-A0968,det-A0959,2008
perp-A0960,perp-A0967,det-A0959,2008
perp-A0960,perp-A0966,det-A0959,2008
perp-A0960,perp-A0965,det-A0959,2008
perp-A0960,perp-A0964,det-A0959,2008
perp-A0960,perp-A0963,det-A0959,2008
perp-A0960,perp-A0962,det-A0959,2008
perp-A0960,perp-A0961,det-A0959,2008
perp-A0960,perp-A0968,det-A0959,2009
perp-A0960,perp-A0967,det-A0959,2009
perp-A0960,perp-A0966,det-A0959,2009
perp-A0960,perp-A0965,det-A0959,2009
perp-A0960,perp-A0964,det-A0959,2009
perp-A0960,perp-A0963,det-A0959,2009
perp-A0960,perp-A0962,det-A0959,2009
perp-A0960,perp-A0961,det-A0959,2009
perp-A0960,perp-A0968,det-A0959,2010
perp-A0960,perp-A0967,det-A0959,2010
perp-A0960,perp-A0966,det-A0959,2010
perp-A0960,perp-A0965,det-A0959,2010
perp-A0960,perp-A0964,det-A0959,2010
perp-A0960,perp-A0963,det-A0959,2010
perp-A0960,perp-A0962,det-A0959,2010
perp-A0960,perp-A0961,det-A0959,2010
perp-A0161,perp-A0163,det-A0130,2016
perp-A0159,perp-A0163,det-A0130,2016
perp-A0159,perp-A0161,det-A0130,2016
perp-A0158,perp-A0163,det-A0130,2016
perp-A0158,perp-A0161,det-A0130,2016
perp-A0158,perp-A0159,det-A0130,2016
perp-A0157,perp-A0163,det-A0130,2016
perp-A0157,perp-A0161,det-A0130,2016
perp-A0157,perp-A0159,det-A0130,2016
perp-A0157,perp-A0158,det-A0130,2016
perp-A0161,perp-A0163,det-A0129,2016
perp-A0159,perp-A0163,det-A0129,2016
perp-A0159,perp-A0161,det-A0129,2016
perp-A0158,perp-A0163,det-A0129,2016
perp-A0158,perp-A0161,det-A0129,2016
perp-A0158,perp-A0159,det-A0129,2016
perp-A0157,perp-A0163,det-A0129,2016
perp-A0157,perp-A0161,det-A0129,2016
perp-A0157,perp-A0159,det-A0129,2016
perp-A0157,perp-A0158,det-A0129,2016
perp-A0161,perp-A0163,det-A0128,2016
perp-A0159,perp-A0163,det-A0128,2016
perp-A0159,perp-A0161,det-A0128,2016
perp-A0158,perp-A0163,det-A0128,2016
perp-A0158,perp-A0161,det-A0128,2016
perp-A0158,perp-A0159,det-A0128,2016
perp-A0157,perp-A0163,det-A0128,2016
perp-A0157,perp-A0161,det-A0128,2016
perp-A0157,perp-A0159,det-A0128,2016
perp-A0157,perp-A0158,det-A0128,2016
perp-A0988,perp-A0989,det-A0980,2008
perp-A0988,perp-A0989,det-A0980,2009
perp-A0988,perp-A0989,det-A0980,2010
perp-A0987,perp-A0989,det-A0980,2008
perp-A0987,perp-A0988,det-A0980,2008
perp-A0987,perp-A0989,det-A0980,2009
perp-A0987,perp-A0988,det-A0980,2009
perp-A0987,perp-A0989,det-A0980,2010
perp-A0987,perp-A0988,det-A0980,2010
perp-A0986,perp-A0989,det-A0980,2008
perp-A0986,perp-A0988,det-A0980,2008
perp-A0986,perp-A0987,det-A0980,2008
perp-A0986,perp-A0989,det-A0980,2009
perp-A0986,perp-A0988,det-A0980,2009
perp-A0986,perp-A0987,det-A0980,2009
perp-A0986,perp-A0989,det-A0980,2010
perp-A0986,perp-A0988,det-A0980,2010
perp-A0986,perp-A0987,det-A0980,2010
perp-A0984,perp-A0989,det-A0980,2008
perp-A0984,perp-A0988,det-A0980,2008
perp-A0984,perp-A0987,det-A0980,2008
perp-A0984,perp-A0986,det-A0980,2008
perp-A0984,perp-A0985,det-A0980,2008
perp-A0984,perp-A0989,det-A0980,2009
perp-A0984,perp-A0988,det-A0980,2009
perp-A0984,perp-A0987,det-A0980,2009
perp-A0984,perp-A0986,det-A0980,2009
perp-A0984,perp-A0985,det-A0980,2009
perp-A0984,perp-A0989,det-A0980,2010
perp-A0984,perp-A0988,det-A0980,2010
perp-A0984,perp-A0987,det-A0980,2010
perp-A0984,perp-A0986,det-A0980,2010
perp-A0984,perp-A0985,det-A0980,2010
perp-A0985,perp-A0989,det-A0980,2008
perp-A0985,perp-A0988,det-A0980,2008
perp-A0985,perp-A0987,det-A0980,2008
perp-A0985,perp-A0986,det-A0980,2008
perp-A0985,perp-A0989,det-A0980,2009
perp-A0985,perp-A0988,det-A0980,2009
perp-A0985,perp-A0987,det-A0980,2009
perp-A0985,perp-A0986,det-A0980,2009
perp-A0985,perp-A0989,det-A0980,2010
perp-A0985,perp-A0988,det-A0980,2010
perp-A0985,perp-A0987,det-A0980,2010
perp-A0985,perp-A0986,det-A0980,2010
perp-A0163,perp-A0164,det-A0127,2016
perp-A0162,perp-A0164,det-A0127,2016
perp-A0162,perp-A0163,det-A0127,2016
perp-A0161,perp-A0164,det-A0127,2016
perp-A0161,perp-A0163,det-A0127,2016
perp-A0161,perp-A0162,det-A0127,2016
perp-A0160,perp-A0164,det-A0127,2016
perp-A0160,perp-A0163,det-A0127,2016
perp-A0160,perp-A0162,det-A0127,2016
perp-A0160,perp-A0161,det-A0127,2016
perp-A0159,perp-A0164,det-A0127,2016
perp-A0159,perp-A0163,det-A0127,2016
perp-A0159,perp-A0162,det-A0127,2016
perp-A0159,perp-A0161,det-A0127,2016
perp-A0159,perp-A0160,det-A0127,2016
perp-A0158,perp-A0164,det-A0127,2016
perp-A0158,perp-A0163,det-A0127,2016
perp-A0158,perp-A0162,det-A0127,2016
perp-A0158,perp-A0161,det-A0127,2016
perp-A0158,perp-A0160,det-A0127,2016
perp-A0158,perp-A0159,det-A0127,2016
perp-A0157,perp-A0164,det-A0127,2016
perp-A0157,perp-A0163,det-A0127,2016
perp-A0157,perp-A0162,det-A0127,2016
perp-A0157,perp-A0161,det-A0127,2016
perp-A0157,perp-A0160,det-A0127,2016
perp-A0157,perp-A0159,det-A0127,2016
perp-A0157,perp-A0158,det-A0127,2016
perp-A0156,perp-A0164,det-A0127,2016
perp-A0156,perp-A0163,det-A0127,2016
perp-A0156,perp-A0162,det-A0127,2016
perp-A0156,perp-A0161,det-A0127,2016
perp-A0156,perp-A0160,det-A0127,2016
perp-A0156,perp-A0159,det-A0127,2016
perp-A0156,perp-A0158,det-A0127,2016
perp-A0156,perp-A0157,det-A0127,2016
perp-A0155,perp-A0164,det-A0127,2016
perp-A0155,perp-A0163,det-A0127,2016
perp-A0155,perp-A0162,det-A0127,2016
perp-A0155,perp-A0161,det-A0127,2016
perp-A0155,perp-A0160,det-A0127,2016
perp-A0155,perp-A0159,det-A0127,2016
perp-A0155,perp-A0158,det-A0127,2016
perp-A0155,perp-A0157,det-A0127,2016
perp-A0155,perp-A0156,det-A0127,2016
perp-A2564,perp-A2565,det-A2553,2014
perp-A2564,perp-A2565,det-A2553,2015
perp-A2563,perp-A2565,det-A2553,2014
perp-A2563,perp-A2564,det-A2553,2014
perp-A2563,perp-A2565,det-A2553,2015
perp-A2563,perp-A2564,det-A2553,2015
perp-A2562,perp-A2565,det-A2553,2014
perp-A2562,perp-A2564,det-A2553,2014
perp-A2562,perp-A2563,det-A2553,2014
perp-A2562,perp-A2565,det-A2553,2015
perp-A2562,perp-A2564,det-A2553,2015
perp-A2562,perp-A2563,det-A2553,2015
perp-A2561,perp-A2565,det-A2553,2014
perp-A2561,perp-A2564,det-A2553,2014
perp-A2561,perp-A2563,det-A2553,2014
perp-A2561,perp-A2562,det-A2553,2014
perp-A2561,perp-A2565,det-A2553,2015
perp-A2561,perp-A2564,det-A2553,2015
perp-A2561,perp-A2563,det-A2553,2015
perp-A2561,perp-A2562,det-A2553,2015
perp-A2560,perp-A2565,det-A2553,2014
perp-A2560,perp-A2564,det-A2553,2014
perp-A2560,perp-A2563,det-A2553,2014
perp-A2560,perp-A2562,det-A2553,2014
perp-A2560,perp-A2561,det-A2553,2014
perp-A2560,perp-A2565,det-A2553,2015
perp-A2560,perp-A2564,det-A2553,2015
perp-A2560,perp-A2563,det-A2553,2015
perp-A2560,perp-A2562,det-A2553,2015
perp-A2560,perp-A2561,det-A2553,2015
perp-A2558,perp-A2565,det-A2553,2014
perp-A2558,perp-A2564,det-A2553,2014
perp-A2558,perp-A2563,det-A2553,2014
perp-A2558,perp-A2562,det-A2553,2014
perp-A2558,perp-A2561,det-A2553,2014
perp-A2558,perp-A2560,det-A2553,2014
perp-A2558,perp-A2565,det-A2553,2015
perp-A2558,perp-A2564,det-A2553,2015
perp-A2558,perp-A2563,det-A2553,2015
perp-A2558,perp-A2562,det-A2553,2015
perp-A2558,perp-A2561,det-A2553,2015
perp-A2558,perp-A2560,det-A2553,2015
perp-A2737,perp-A2738,det-A2733,2004
perp-A2737,perp-A2738,det-A2733,2005
perp-A2736,perp-A2738,det-A2733,2004
perp-A2736,perp-A2737,det-A2733,2004
perp-A2736,perp-A2738,det-A2733,2005
perp-A2736,perp-A2737,det-A2733,2005
perp-A2735,perp-A2738,det-A2733,2004
perp-A2735,perp-A2737,det-A2733,2004
perp-A2735,perp-A2736,det-A2733,2004
perp-A2735,perp-A2738,det-A2733,2005
perp-A2735,perp-A2737,det-A2733,2005
perp-A2735,perp-A2736,det-A2733,2005
perp-A2576,perp-A2577,det-A2573,2005
perp-A2576,perp-A2577,det-A2573,2006
perp-A2516,perp-A2517,det-A2512,2004
perp-A2680,perp-A2681,det-A2627,2006
perp-A2689,perp-A2690,det-A2687,1990
perp-A2688,perp-A2690,det-A2687,1990
perp-A2688,perp-A2689,det-A2687,1990
perp-A2731,perp-A2732,det-A2728,2005
perp-A2730,perp-A2732,det-A2728,2005
perp-A2730,perp-A2731,det-A2728,2005
perp-A2571,perp-A2572,det-A2568,2009
perp-A2458,perp-A2459,det-A2437,2010
perp-A2458,perp-A2459,det-A2437,2011
perp-A2458,perp-A2459,det-A2437,2012
perp-A2458,perp-A2459,det-A2437,2013
perp-A2458,perp-A2459,det-A2437,2014
perp-A2457,perp-A2459,det-A2437,2010
perp-A2457,perp-A2458,det-A2437,2010
perp-A2457,perp-A2459,det-A2437,2011
perp-A2457,perp-A2458,det-A2437,2011
perp-A2457,perp-A2459,det-A2437,2012
perp-A2457,perp-A2458,det-A2437,2012
perp-A2457,perp-A2459,det-A2437,2013
perp-A2457,perp-A2458,det-A2437,2013
perp-A2457,perp-A2459,det-A2437,2014
perp-A2457,perp-A2458,det-A2437,2014
perp-A2456,perp-A2459,det-A2437,2010
perp-A2456,perp-A2458,det-A2437,2010
perp-A2456,perp-A2457,det-A2437,2010
perp-A2456,perp-A2459,det-A2437,2011
perp-A2456,perp-A2458,det-A2437,2011
perp-A2456,perp-A2457,det-A2437,2011
perp-A2456,perp-A2459,det-A2437,2012
perp-A2456,perp-A2458,det-A2437,2012
perp-A2456,perp-A2457,det-A2437,2012
perp-A2456,perp-A2459,det-A2437,2013
perp-A2456,perp-A2458,det-A2437,2013
perp-A2456,perp-A2457,det-A2437,2013
perp-A2456,perp-A2459,det-A2437,2014
perp-A2456,perp-A2458,det-A2437,2014
perp-A2456,perp-A2457,det-A2437,2014
perp-A2455,perp-A2459,det-A2437,2010
perp-A2455,perp-A2458,det-A2437,2010
perp-A2455,perp-A2457,det-A2437,2010
perp-A2455,perp-A2456,det-A2437,2010
perp-A2455,perp-A2459,det-A2437,2011
perp-A2455,perp-A2458,det-A2437,2011
perp-A2455,perp-A2457,det-A2437,2011
perp-A2455,perp-A2456,det-A2437,2011
perp-A2455,perp-A2459,det-A2437,2012
perp-A2455,perp-A2458,det-A2437,2012
perp-A2455,perp-A2457,det-A2437,2012
perp-A2455,perp-A2456,det-A2437,2012
perp-A2455,perp-A2459,det-A2437,2013
perp-A2455,perp-A2458,det-A2437,2013
perp-A2455,perp-A2457,det-A2437,2013
perp-A2455,perp-A2456,det-A2437,2013
perp-A2455,perp-A2459,det-A2437,2014
perp-A2455,perp-A2458,det-A2437,2014
perp-A2455,perp-A2457,det-A2437,2014
perp-A2455,perp-A2456,det-A2437,2014
perp-A2454,perp-A2459,det-A2437,2010
perp-A2454,perp-A2458,det-A2437,2010
perp-A2454,perp-A2457,det-A2437,2010
perp-A2454,perp-A2456,det-A2437,2010
perp-A2454,perp-A2455,det-A2437,2010
perp-A2454,perp-A2459,det-A2437,2011
perp-A2454,perp-A2458,det-A2437,2011
perp-A2454,perp-A2457,det-A2437,2011
perp-A2454,perp-A2456,det-A2437,2011
perp-A2454,perp-A2455,det-A2437,2011
perp-A2454,perp-A2459,det-A2437,2012
perp-A2454,perp-A2458,det-A2437,2012
perp-A2454,perp-A2457,det-A2437,2012
perp-A2454,perp-A2456,det-A2437,2012
perp-A2454,perp-A2455,det-A2437,2012
perp-A2454,perp-A2459,det-A2437,2013
perp-A2454,perp-A2458,det-A2437,2013
perp-A2454,perp-A2457,det-A2437,2013
perp-A2454,perp-A2456,det-A2437,2013
perp-A2454,perp-A2455,det-A2437,2013
perp-A2454,perp-A2459,det-A2437,2014
perp-A2454,perp-A2458,det-A2437,2014
perp-A2454,perp-A2457,det-A2437,2014
perp-A2454,perp-A2456,det-A2437,2014
perp-A2454,perp-A2455,det-A2437,2014
perp-A2453,perp-A2459,det-A2437,2010
perp-A2453,perp-A2458,det-A2437,2010
perp-A2453,perp-A2457,det-A2437,2010
perp-A2453,perp-A2456,det-A2437,2010
perp-A2453,perp-A2455,det-A2437,2010
perp-A2453,perp-A2454,det-A2437,2010
perp-A2453,perp-A2459,det-A2437,2011
perp-A2453,perp-A2458,det-A2437,2011
perp-A2453,perp-A2457,det-A2437,2011
perp-A2453,perp-A2456,det-A2437,2011
perp-A2453,perp-A2455,det-A2437,2011
perp-A2453,perp-A2454,det-A2437,2011
perp-A2453,perp-A2459,det-A2437,2012
perp-A2453,perp-A2458,det-A2437,2012
perp-A2453,perp-A2457,det-A2437,2012
perp-A2453,perp-A2456,det-A2437,2012
perp-A2453,perp-A2455,det-A2437,2012
perp-A2453,perp-A2454,det-A2437,2012
perp-A2453,perp-A2459,det-A2437,2013
perp-A2453,perp-A2458,det-A2437,2013
perp-A2453,perp-A2457,det-A2437,2013
perp-A2453,perp-A2456,det-A2437,2013
perp-A2453,perp-A2455,det-A2437,2013
perp-A2453,perp-A2454,det-A2437,2013
perp-A2453,perp-A2459,det-A2437,2014
perp-A2453,perp-A2458,det-A2437,2014
perp-A2453,perp-A2457,det-A2437,2014
perp-A2453,perp-A2456,det-A2437,2014
perp-A2453,perp-A2455,det-A2437,2014
perp-A2453,perp-A2454,det-A2437,2014
perp-A2452,perp-A2459,det-A2437,2010
perp-A2452,perp-A2458,det-A2437,2010
perp-A2452,perp-A2457,det-A2437,2010
perp-A2452,perp-A2456,det-A2437,2010
perp-A2452,perp-A2455,det-A2437,2010
perp-A2452,perp-A2454,det-A2437,2010
perp-A2452,perp-A2453,det-A2437,2010
perp-A2452,perp-A2459,det-A2437,2011
perp-A2452,perp-A2458,det-A2437,2011
perp-A2452,perp-A2457,det-A2437,2011
perp-A2452,perp-A2456,det-A2437,2011
perp-A2452,perp-A2455,det-A2437,2011
perp-A2452,perp-A2454,det-A2437,2011
perp-A2452,perp-A2453,det-A2437,2011
perp-A2452,perp-A2459,det-A2437,2012
perp-A2452,perp-A2458,det-A2437,2012
perp-A2452,perp-A2457,det-A2437,2012
perp-A2452,perp-A2456,det-A2437,2012
perp-A2452,perp-A2455,det-A2437,2012
perp-A2452,perp-A2454,det-A2437,2012
perp-A2452,perp-A2453,det-A2437,2012
perp-A2452,perp-A2459,det-A2437,2013
perp-A2452,perp-A2458,det-A2437,2013
perp-A2452,perp-A2457,det-A2437,2013
perp-A2452,perp-A2456,det-A2437,2013
perp-A2452,perp-A2455,det-A2437,2013
perp-A2452,perp-A2454,det-A2437,2013
perp-A2452,perp-A2453,det-A2437,2013
perp-A2452,perp-A2459,det-A2437,2014
perp-A2452,perp-A2458,det-A2437,2014
perp-A2452,perp-A2457,det-A2437,2014
perp-A2452,perp-A2456,det-A2437,2014
perp-A2452,perp-A2455,det-A2437,2014
perp-A2452,perp-A2454,det-A2437,2014
perp-A2452,perp-A2453,det-A2437,2014
perp-A2451,perp-A2459,det-A2437,2010
perp-A2451,perp-A2458,det-A2437,2010
perp-A2451,perp-A2457,det-A2437,2010
perp-A2451,perp-A2456,det-A2437,2010
perp-A2451,perp-A2455,det-A2437,2010
perp-A2451,perp-A2454,det-A2437,2010
perp-A2451,perp-A2453,det-A2437,2010
perp-A2451,perp-A2452,det-A2437,2010
perp-A2451,perp-A2459,det-A2437,2011
perp-A2451,perp-A2458,det-A2437,2011
perp-A2451,perp-A2457,det-A2437,2011
perp-A2451,perp-A2456,det-A2437,2011
perp-A2451,perp-A2455,det-A2437,2011
perp-A2451,perp-A2454,det-A2437,2011
perp-A2451,perp-A2453,det-A2437,2011
perp-A2451,perp-A2452,det-A2437,2011
perp-A2451,perp-A2459,det-A2437,2012
perp-A2451,perp-A2458,det-A2437,2012
perp-A2451,perp-A2457,det-A2437,2012
perp-A2451,perp-A2456,det-A2437,2012
perp-A2451,perp-A2455,det-A2437,2012
perp-A2451,perp-A2454,det-A2437,2012
perp-A2451,perp-A2453,det-A2437,2012
perp-A2451,perp-A2452,det-A2437,2012
perp-A2451,perp-A2459,det-A2437,2013
perp-A2451,perp-A2458,det-A2437,2013
perp-A2451,perp-A2457,det-A2437,2013
perp-A2451,perp-A2456,det-A2437,2013
perp-A2451,perp-A2455,det-A2437,2013
perp-A2451,perp-A2454,det-A2437,2013
perp-A2451,perp-A2453,det-A2437,2013
perp-A2451,perp-A2452,det-A2437,2013
perp-A2451,perp-A2459,det-A2437,2014
perp-A2451,perp-A2458,det-A2437,2014
perp-A2451,perp-A2457,det-A2437,2014
perp-A2451,perp-A2456,det-A2437,2014
perp-A2451,perp-A2455,det-A2437,2014
perp-A2451,perp-A2454,det-A2437,2014
perp-A2451,perp-A2453,det-A2437,2014
perp-A2451,perp-A2452,det-A2437,2014
perp-A2450,perp-A2459,det-A2437,2010
perp-A2450,perp-A2458,det-A2437,2010
perp-A2450,perp-A2457,det-A2437,2010
perp-A2450,perp-A2456,det-A2437,2010
perp-A2450,perp-A2455,det-A2437,2010
